Date,Content,Comment
2025-01-27,https://boxd.it/5Y5nnd,Well Said 💯👏🏻
2025-02-11,https://boxd.it/8L0mdt,I do love this film and I agree with you. But I really wanna say that you don't need to bash another film just to praise this film. You could have just praised this film directly.
2025-02-12,https://boxd.it/8L0mdt,"Ohh I see, the mistake is in my side. I read it in a totally different tone ig. 👍🏻👍🏻"
2025-02-27,https://boxd.it/8VAQ9X,Hehe thanks for the compliments 😉
2025-05-05,https://boxd.it/9Bi34L,"For real 😭😭 
Andha kodumai ah vera nyabagam paduthiye na... Manasellam ore pun ah iruku 🤧.
Naanum vera vazhi illama pathen, but oru alavuku mela mudila nu padhi laye tv ah off panniten 🫠"
2025-05-05,https://boxd.it/9Bi34L,Veetla periyavanga la mostly indha channel eh paathu pazhagitanga... Idha vita vera engeyum poga matanga nu dhairiyathula podurainga
2025-05-05,https://boxd.it/9Bi34L,"Indha maari kuppa padam poduradhuku bathil ah... Naan la chinna vayasula irukum podhu Hollywood times nu english padam la tamil dub panni poduvanga. 
Idha poduradhuku bathil andha maari pota kuda paravala nalla irukum."
2025-05-05,https://boxd.it/9Bi34L,Ivanunga podura padatha paakuradhuku bathil youtube open panni edhavadhu nalla pazhaya padam paathutu poiralam.
2025-05-05,https://boxd.it/9Bi34L,Naan last 3 weeks ah ipdi dhaan pannitu iruken 😌
2025-07-11,https://boxd.it/agVMe9,"Hey hi, i remembered reading your review on Meiyazhagan and your view on nostalgic memories. 
I recently rewatched a film ""Cinema Paradiso"", which hit me with a purely imaginary nostalgic memories. So I thought I must recommend this film to you to be watched with your dad and have conversations with him. I'm pretty sure that he will definitely like this film. So if you had some free time, give this film a try."
2025-08-03,https://boxd.it/aAutaD,இனிய பிறந்தநாள் வாழ்த்துகள்
2025-09-14,https://boxd.it/4OOKov,I just can't agree more than this with anyone!!! Perfectly expressed review bro ‼️
2025-10-01,https://boxd.it/bepNmf,"Absolutely, PERIOD 💯‼️"
2025-10-05,https://boxd.it/bg9HNb,"I guess <b>""Pannaiyarum Padminiyum""</b> was an exception !!"
2025-10-14,https://boxd.it/b99QGP,<b>This is Not A FUCKING GAMBLING!!!</b>
2025-10-18,https://boxd.it/boyk5H,I was wondering Where the hell did Sivakarthikeyan come🙄!? <b>(Confused TR template)</b> Until I recognised it refers to Sarathkumar 😭😭
2025-10-23,https://boxd.it/aO9V8J,"Naan manasula nenachadha apdiye sollitinga naa 😭🙏🏻

<b>Amrita Rao in that song 😮‍💨 😭 🛐 </b>"
2025-10-23,https://boxd.it/aO9V8J,For Realll 💯‼️
2025-10-26,https://boxd.it/buCztr,"""Kaakha kaakha"" the perfect watch to fall for the Suriya-Jo pair ✨"
2025-11-04,https://boxd.it/bAsOYD,"Edheyyy 1 ★ ah 😮👀...
Unaku pudikum nu nenachen, aana ivlo pudikama pogum nu edhir paakala!!
En pudikala nu Reason therijikalama!?"
2025-11-04,https://boxd.it/bAsOYD,@Akshaiya Reason keta enaku oru lecture eh eduthitinga 🫡
2025-11-16,https://boxd.it/9OVfG3,"I suggest you to watch ""incendies"" and ""Enemy"" back to back. And Denis villeneuve will bless you with not just depression but identity crisis too!! LoL"
2025-11-16,https://boxd.it/9OVfG3,"Tharkolai is a moment of seconds. But watching these back to back is more than that, and gives you an memorable moment (scar) for your lifetime !!"
2025-11-16,https://boxd.it/9OVfG3,Sarcasm nu vandhadhuku aprm edhuku indha alavu la 😂
2025-11-17,https://boxd.it/bJEvDr,Well said 👏🏻👏🏻
2025-11-17,https://boxd.it/bIGHkV,"I didn't mean ending was bad, it's just ""The rest of the film was too Goated that even the decent ending felt like a letdown""."
2025-11-19,https://boxd.it/bKXnix,Half day clg mudichitu veetuku vandhu tv paakalam nu poten... Summa ellam channel layum enna podurangu nu paakurapo enga appa indha padam poturukanga nu paathutaaru... Avlo dhaan adha vei paakalam nu solli... En soli ah mudichitaaru 🤕🤧
2025-11-21,https://boxd.it/bLDfbx,"I was wondering who's the villain, cuz both of them were portrayed as a morally right person, but the people around them is who made them look like the bad guys."
2025-11-30,https://boxd.it/bMsEI9,Absolutely Yes!! MariSelvaraj's best works indeed.
2025-12-01,https://boxd.it/bTazkj,Idhu review illa... Rant uh 😭😭
2025-12-01,https://boxd.it/b2pMyh,Well said 👏🏻. I totally agree with you!!
2025-12-01,https://boxd.it/7j8Q5v,Could you please translate this!? Cuz the Google translate doesn't help me understand it.
2025-12-01,https://boxd.it/7j8Q5v,"Wow super!
Stands right on the point 👏🏻"
2025-12-01,https://boxd.it/7j8Q5v,Thanks for translation man ❣️
2025-12-01,https://boxd.it/bTazkj,The film was so bad that we start to polambify in our review.
2025-12-02,https://boxd.it/bU3JDl,"Irundhaalum kadalaMuthu romba strict pa...
I was expecting a 1/2 ★ review from you, but never thought you would ask for a no star review 😂"
2025-12-02,https://boxd.it/bU3JDl,Ryt uhh
2025-12-03,https://boxd.it/bU26y5,@Shahaana 😉😉
2025-12-03,https://boxd.it/bD8BmN,"I find this review to be ""so funny"" and ""sindhika vendiya visayam"" at the same time 😭😭"
2025-12-03,https://boxd.it/bD8BmN,"You should really give it a shot with your mom and try saying ""love you ma"" by the end."
2025-12-08,https://boxd.it/bXRBPF,"Insert ""Confused TR template"" 😂😭"
2025-12-08,https://boxd.it/bV84nb,Birinji vangi tharatha 🐶 ethuku da intha marri padam paakura 💦💦💦💦
2025-12-08,https://boxd.it/bV84nb,By Partha's NalanVirumbi.
2025-12-09,https://boxd.it/bV84nb,"Information conveyed!!
Nalaiku clg la Partha's nalanvirumbi kita pesikonga bro 🧘🏻‍♂️"
2025-12-12,https://boxd.it/c0BS8D,"Ofcourse, I agree !! But the hype and struggle elevated the first watch experience to another level 📈

I rate not for the film, but for the experience that the film gives me. Considering that this was a great experience for me on the first watch. Rewatching this today hit me with a little bit of nostalgia from few years back. So yeah this was a good experience but not as great!!"
2025-12-13,https://boxd.it/bQBaSR,Review la 5 star uh aana padathuku 2.5 star ah 🥲🥲
2025-12-14,https://boxd.it/c1P9vT,"I totally agree with the ""Ending"" thing."
2025-12-23,https://boxd.it/c7VUml,Spoiler Alert potrukalam 🚶🏻‍♂️‍➡️
2025-12-23,https://boxd.it/caxWTF,Identify Crisis OTW 🏃🏻‍♂️‍➡️🏃🏻‍♂️‍➡️
2025-12-23,https://boxd.it/c7VUml,Already second half sumaar uh... Idhula indha spoiler uhm sendhu romba sumaar aagiduchi 🤧🤧
2025-12-23,https://boxd.it/c7VUml,Padam nariya mixed opinions ah irundhudhu... Adhaan summa ellarum enna pesikuranga nu paakalam nu vandhen
2025-12-23,https://boxd.it/c7VUml,"Review paaka vandha enaku ""goyyala twist uh"" nu spoiler eraki vitinga ponga 😭😭"
2025-12-23,https://boxd.it/caxWTF,"Not Really 🧘🏻‍♂️
I wasn't waiting for this, but the moment I saw your review, i couldn't resist myself from commenting this 😭🧘🏻‍♂️🏃🏻‍♂️‍➡️"
2025-12-23,https://boxd.it/caxWTF,"Haha Nope, I ain't that evil to ask you to watch that now 😂
How about I recommend some feel go9d movies to save your new years eve from ""Enemy"".
<b>The Lunchbox 
The children of heaven</b>"
2025-12-23,https://boxd.it/caxWTF,*Feel Good
2025-12-23,https://boxd.it/caxWTF,I was being sarcastic on that review 😭🏃🏻‍♂️‍➡️🧘🏻‍♂️.
2025-12-25,https://boxd.it/5kQRGX,"Well Man, All the best. And looking forward for your rewatch!!"
2025-12-25,https://boxd.it/5kQRGX,*No words... Crying is only coming* 😭🫂
2026-01-02,https://boxd.it/cmo9KJ,Nandri 🫂💗
2026-01-02,https://boxd.it/cmo9KJ,Aprm naan unakaga oru album recommendation vechiruken.
2026-01-02,https://boxd.it/cmo9KJ,How to Name it? - Ft IlaiyaRaaja
2026-01-02,https://boxd.it/cmo9KJ,"Lyrics edhuvume kedaiyadhu.... Just instrumental orchestra mattum dhaan.

Indha varushathula naan keta first album and song adhu dhaan. (Excluding the canon event of ""Ilamai Idho"" at 00:00 am)

Starting la kekum podhu enaku enna da idhu verum music mattum dhaan iruku nu thonuchu... But once kanna muditu oru silent environment la indha album ah kekuren.... Aiyoyooooo Yebbah 😭🤌🏻✨
Raaja Summa Thooki saaptaaru ellathaiyum. Manushan enna maari composition pannirukaaru.... Tom and Jerry la andha heaven gate sequence la vara maari Soul ah mattum eduthutu poitaaru... 

Felt like I was traveling through some Inter dimensional portals TBH."
2026-01-02,https://boxd.it/cmo9KJ,"Naan Raaja Fan ndra naala, youay think I'm over hyping this a bit too much. But ivlo solliyum enaku pathalam... Innum nariya sollanum pola Iruku... ANDHA MAARI WORK UH VARMA 🛐🛐

My most favourite part was ""I met Bach in my House"". Just Experiencing Absolute Peak 🛐🛐

Link : <a href=""https://youtu.be/I6VvHdtIQHs?si=oXOVPXp4fV9FNW3w"">""How to Name it?"" album</a>"
2026-01-02,https://boxd.it/cmo9KJ,"Spotify la iruku, but advertisement varum. So better youtube la jubebox ah brave browser la potu kelu... 
Zero interruptions and just pure soul retrospection dhaan"
2026-01-02,https://boxd.it/cmo9KJ,"Ryt uh!! 
Have a Safe Inter Dimensional Journey🧘🏻‍♂️✨"
2026-01-04,https://boxd.it/cq85qf,"Emotional Ekambaram <b>-</b> <b>""THE GOAT""</b>"
2026-01-05,https://boxd.it/5Qz3Ml,"@Kaviarasan10 adha vera nyabgam paduthitinga, manasu ellam ore pun ah iruku 😭😭"
2026-01-06,https://boxd.it/csofCP,"Taking a break is fine, but please make you don't distance yourself from reallife connection while working thru your hard phase.
Wishing you the best for your redemption phase."
2026-01-15,https://boxd.it/biWZ03,"This is a totally new information for me. 
But at the end, this film is really great and did a good job in convincing me to believe that this is what actually happened.

All appreciation to Steven Spielberg for pulling this."
2026-01-18,https://boxd.it/cEIxnh,"Can't believe someone is doing an Entire Thalapathy filmography and that too seriously for two months 😮😶🫡

Guess only a few are pending for you to complete it. Hoping that you would make a list after completing the entire films (Consider this a petition to make that list). I'm really looking forward for that list."
2026-01-18,https://boxd.it/cEIxnh,"Didn't read all the reviews but from what I read till now, I could guarantee I will complete reading all those reviews."
2026-01-21,https://boxd.it/cKynlJ,Deiii Summa iruda... Naan eh nondhu poi iruken 🤕🥲
2026-01-25,https://boxd.it/a8xkQz,Can't be anymore realistic than this 💯💯
2026-01-26,https://boxd.it/cOIqLB,Yeahhh
2026-02-09,https://boxd.it/cBn2aH,"<b>Why blood same Blood 😭 😭 

Naan kuda enaku mattum dhaan apdi iruko nu nenachi bayadhuten !! </b>

TV la paakurapo Sun Tv kaaran cut pannirundha kuda paravalaye, indha padam oda CD vaangi vechi vaaram vaaram potu paathutu irupen chinna vayasula. But ippo dhaan therijidhu ippo naan paathadhu uncut version nu. Either way padam Majaa va irundhudhu. And andha Brahmanandam (extended) scene ah review la mention panna maratinga vro."
2026-02-13,https://boxd.it/cG6kcn,"Adha vera En nyabagam pathura... Nenjam ellam ore pun ah iruku 🤧🥲 - "" ! insert meme template ! """
2026-02-13,https://boxd.it/cHrM7L,Andha last dialogue uh Ultimate 🤣🔥
2026-02-13,https://boxd.it/cG6kcn,"<a href=""https://tenor.com/en-GB/view/meendum-meenduma-gif-25949676"">Aiyoo meendum meendum ah 😭🏃🏼‍♂️‍➡️ !!</a>

JN ku prepare aaguren nu last month dhaan rewatch pannen 🤧"
2026-02-13,https://boxd.it/cG6kcn,"<a href=""https://tenor.com/en-GB/view/meendum-meenduma-gif-25949676"">Aiyoo meendum meendum ah 😭🏃🏼‍♂️‍➡️ !!</a>

JN ku prepare aaguren nu last month dhaan rewatch pannen 🤧"
2026-02-13,https://boxd.it/cG6kcn,"<a href=""https://tenor.com/en-GB/view/meendum-meenduma-gif-25949676"">Aiyoo meendum meendum ah 😭🏃🏼‍♂️‍➡️ !!</a>

JN ku prepare aaguren nu last month dhaan rewatch pannen 🤧"
2026-02-13,https://boxd.it/d6bA0L,It's my bad that I missed it in theater
2026-02-20,https://boxd.it/dcUW29,"For reallll. 
Padathula Ragebait illa... Ragebait la dhaan padam eh iruku 🤧"
2026-02-21,https://boxd.it/3HWwHt,Absolutely this is one of the most underrated films of Tamil cinema and cannot agree more !!
2026-02-22,https://boxd.it/deyRpr,For Realll
2026-02-22,https://boxd.it/deIRPz,"Well, that's cuz the <b>Magical M</b> combo of <b>Maniratnam X Maddy</b> was not in this."
2026-02-25,https://boxd.it/bYHzsD,"Ohh God, I didn't mean it in that way!!

What I meant is ""This is a film with a social commentary, and the film itself might have aged but not the Humour in it"". When I said outdated, I meant the film as a whole, not the social commentary. It's my fault that I didn't convey it properly. 

Thanks for pointing it out !!"
2026-03-01,https://boxd.it/dkztrf,"Haha, thanks for the compliment (The most sweetest thing that someone could ever say to me). Although it's end of the day, this made my day.

The reason for my love for Meiyazhagan might actually be older than Meiyazhagan itself. It lies in my journey towards Meiyazhagan. 

Maybe it started when I was a child. My dad has a great narration skill tbh. He used to tell stories about his childhood, our village, how it looked back then, and even imitate people while telling abt them. I always loved listening to his stories (memories to be precise). Growing up like that, I started loving to listen when people talk about their life.

So when Meiyazhagan released, even though it had mixed reviews, I loved it. When I watched the uncut version in theatre, the “yapping” part which most people didn’t prefer, it actually gave me comfort. Until then it was just one of my favourite films of the year.

But when it came on OTT and people started talking about how the film impacted them, I loved listening to their experiences. Hearing their stories made me see Meiyazhagan in a different light. From that moment on, my love for Meiyazhagan just kept on hitting new peak!!

On every rewatch, I started to create and  relive my pleasant memories. That’s when I stopped watching it as just a film and accepted him as one of the characters in my life. Maybe that’s why I love it the way I do.

If you wanna love it like I do, just try listening to people and their experiences (Not abt Meiyazhagan, just life in general). Nothing feels as human as listening to someone narrate their life with a smile and happiness in their tone.

PS: I thought of writing a long story short, but ended up with this instead. And sorry if it feels too long!!"
2026-03-01,https://boxd.it/dkztrf,"I’m really sorry about your grandfather. From the way you spoke about him, I can tell how deeply you loved him. He must have been a truly beautiful soul to be compared to Meiyazhagan. May his soul rest in peace.

When you said the film reminds us of our father figures, I completely agree. It doesn’t just remind us, but quietly brings back the warmth of the memories we shared with them. That kind of nostalgia feels both heavy and comforting at the same time.

“love is remembering”  that will stay with me. I don’t think being forgetful makes you any less loving. We’re humans. What truly matters is the intention to care and to try to remember. The fact that it matters to you already speaks a lot more than words.

You are absolutely right. Becoming Meiyazhagan really is the purest form of humanity. Loving without expecting, caring, Listening without Judging and remembering without being asked to. 

I’ve always believed that the most random conversations can hold the deepest meanings. Sometimes just listening to someone’s thoughts can quietly change us. I think that’s what Meiyazhagan teaches us, to slow down in a fast world and to pay attention to life and people and to hold on to memories a little tighter.

And I’m glad you’ve rewatched it countless times. It’s comforting to interact with someone who feels the same way.


You definitely love Meiyazhagan just as much as I do or maybe even more.


And if you ever feel like talking about films, memories or just life in general, I’d genuinely be happy to listen."
2026-03-03,https://boxd.it/dkztrf,"No need to apologise, Conversations like this don't need timing, they just need the Soul.
I'm glad that our conversation made your meiyazhagan experience better (means a lot). 

Actually, yesterday they telecast Meiyazhagan on VijaySuper. I thought of watching it, but they had trimmed a lot of scenes (I hate to watch films when they cut or skip), So I switched to Ind vs Wi match instead. 

After the First innings, I put Meiyazhagan back on, apo dhaan Arul oda confession scene start aagudhu.
Aprm enna, avlo dhaan... andha 18 mins conversation full ah pathuten. Ellam mudinchu kadaisila Arul ""Kadhava thorada Meiyazhagaaa!!"" Nu solrapo, ennaye ariyama clap panna start panniten. 

Although I didn't watch it completely, it gave me the satisfaction of watching it completely.

I believe that's the beauty of Meiyazhagan. It doesn't need the entire runtime, All it requires is the soulful conversations on screen like this and off screen conversations like ours to hold on to the film more tighter than ever."
2026-03-07,https://boxd.it/dpAurd,"It's perfect, it's perfect down to the last word 👏🏼👏🏼

Well Said!!"
2026-03-18,https://boxd.it/dyzZG3,Vera yaaru... Namma Partha dhaan.
2026-03-21,https://boxd.it/bYCa71,"Wahhh 🤌🏼✨ padam dhaan wholesome ah iruku nu paatha Inga reviews uhm wholesome ah iruke!!

All the best for becoming a doctor."
2026-03-23,https://boxd.it/dD8ClR,Atleast idha paathachum yaarum indha padam paakama irukanum nu oru podhu sevai 😌
2026-03-26,https://boxd.it/dB2NbN,"Yeah, Ken's direction is okay for a debutant,but writing should improve a lot in his next ventures. Illana avlo dhaan."
2026-03-26,https://boxd.it/dG3zJD,"Don vandhapo naan adha adikala naalum, idhuku enda ivlo build up nu thonuchu... 
But dragon la naan eh sillarai ah sedhara viten 😎🤘🏼"
2026-03-26,https://boxd.it/dG3zJD,"Our Mindvoice: Ellam oru alavuku dhaan bro!!

Indha template la padam Okay va irundha kuda fatigue naala padam romba sumaar ah Iruka maariye feeling uh."
2026-03-29,https://boxd.it/6dMu2n,Sarcasm 🙄⁉️
2026-03-30,https://boxd.it/dJzX5N,Getting out of words to describe it is REALLL 💯💯!!
2026-04-11,https://boxd.it/dUT9z3,"Annan politics kaaga edutha padathula political reference iruku nu sonna aprm annan kochipaaru...

Irony: Political soft launch panna vandha enga annan padathaiya kadaisila evano softlaunch pannitu poitan."
2026-04-15,https://boxd.it/dYlqI5,Padam paakurapo nariya disturbances vandhute irundhudhu... Adhanala seriya padam paaka mudila... Adhuve overall experience ah down panniduchi... Adhanala dhaan 3.5 uh.
2026-04-15,https://boxd.it/dYlqI5,Namaku padam mid la pause panni paathale set aagadhu... Indha vaati konjam over ah pause panna vechitanga.
2026-04-17,https://boxd.it/dFnp5z,"This review is like ""once you see it... You can't unsee it!!"""
2026-04-21,https://boxd.it/e3GU7v,Hahaha 🤣 idhu mattum dhaan conscious ah guilty pleasure kaaga paathadhu... Iraivan ah vera vazhi illama andha channel veika solranga nu pathen. Tere Ishq Mein avlo mosam ah irukum nu naan guess kuda pannala 😭😭
2026-04-23,https://boxd.it/7nhwIV,"@RahulGill I might not understand Hindi fully, but I could understand the soul in your words."
2026-04-24,https://boxd.it/dYu9Lf,"I believe you loved Veer-Zaara, then should really give <b>Sitaramam(2022)</b> a try."
2026-04-26,https://boxd.it/e65aXt,"Ipdi naan nenachadha mothama indha review laye sollitiye thala... Ippo en review la naan enna ezhudhuveno 🏃🏼‍♂️‍➡️🏃🏼‍♂️‍➡️

Btw Review nalla iruku 🔥🔥"
2026-05-01,https://boxd.it/eaU0RX,"It isn't about the academics, rather about the tightly packed schedule and routines that made me restless!!"
2026-05-01,https://boxd.it/eaTQIB,The Scam is REALLL😭😭
2026-05-02,https://boxd.it/ebxglh,"Ippo dhaan paathu mudichen.
I agree with him, and padam nalla dhaan iruku, but deep inside edho onnu miss aagura maari feel aachu!!"
2026-05-02,https://boxd.it/ebxglh,"Spoiler alert!! Padam paakama review parikuravanga indha comment padikadhinga.

What Kara did was actually wrong, and they neither glorify them or justify them properly. 

Idha glorify pannirundha Commercial padam ah aagirukum,or proper ah Justify pannirundha better film ah aagirukum. 

The character was in a dilemma whether to this or to continue with his heist, and we were too about what path will be choose. But end la heist is the right way nu choose pannadhu felt like an impulsive decision. And andha decision oda consequences are just too high. 

Andha maari oru decision ku aprm adhoda consequences illama easy ah pass aagi padatha end pannitanga.

Adhanala enaku andha action ah avanga proper ah Justify uhm panna maari thonala. I was like what just happened and should I be rooting for him or what?"
2026-05-03,https://boxd.it/eaU0RX,"<a href=""https://youtube.com/shorts/DrTGGYrgbKs?si=i2X5J2dfh24hnYt8"">Ostrich theriyuma!?</a>"
2026-05-03,https://boxd.it/ebxglh,Ama idhuvum oru reason ah irukalam.
2026-05-11,https://boxd.it/egvjun,Vera maari vibe ah irunchu padam 🔥🛐
2026-05-13,https://boxd.it/dSCSvD,Thankal nannayi malayalam samsharikunu 🔥👏🏼
2026-05-13,https://boxd.it/dSCSvD,"<a href=""https://pin.it/5unQxu2TG"">Ennadhu neenga malayali ah !!</a>"
2026-05-18,https://boxd.it/eoGQ7P,"For REALLL!!
And I was one among them 🥲🚶🏼‍♂️‍➡️"
2026-05-24,https://boxd.it/dkztrf,"No worries, life does get busy at times 😉
I'm really glad that this conversation stayed with you because it stayed with me too. We don't remember every random conversation in life, but I think we remembered this one because we both spoke from the heart.

And thank you for letting me have this beautiful conversation❤️‍🩹."
2026-05-24,https://boxd.it/dkztrf,"If you don't mind, shall we exchange our insta id?"
2026-05-24,https://boxd.it/dkztrf,"No problem!!
That's Understandable 😊!!"
2026-05-25,https://boxd.it/eusyD5,Prime Santhanam & Sitcom combo is unmatchable 🔥🔥
2026-05-25,https://boxd.it/dLweh7,<b>Masterpiece is an understatement!!</b>
2026-05-25,https://boxd.it/dEhEPL,Idhu anaithum unmai... Unmai ah thavira veru ondrum illai 💯💯
2026-06-03,https://boxd.it/eCvcSP,😭❤️‍🩹🫂
2026-06-03,https://boxd.it/eD00hz,"Glad to see another soul like me!! No matter what people listen to right now, but eventually everyone will turn towards one Man - Isainyani Ilaiyaraaja at the end.

Happy to see that the current generation directors like KS and MariSelvaraj collaborating with Raaja 🎵

<blockquote><b>நதி எங்கு சொல்லும்!?                </b><b>கடல் தன்னைத் தேடி... </b>

<b>மனம் எங்கே போகும்!?        ராஜா-வை நாடி!!</b></blockquote>
<b>Ilaiyaraja For Life ❤️‍🩹</b>"
2026-06-04,https://boxd.it/eDmTsB,"Why do you keep writing such wholesome reviews? 😭❤️‍🩹
First Vasool Raja, then Anbe Sivam, aprm Thaai Kizhavi, and now Minsara Kanavu! And every single time, you somehow keep getting better at this!!

What I adore most is the way you experience films ""not just as films, but as a medium that connect people"". Not many people watch movies that way, but when it happens, nothing can match that feeling. And a perfect example of that is how you and your mom connected with each other. And that's a beautiful experience.

You structured this review so beautifully that I wanted to read it twice. And I actually did. 

Do write more reviews like this, that feels heartful, and honest."
2026-06-04,https://boxd.it/eDmTsB,"A lot of people write about what happened in a film. You write about what happened to you because of a film. Those are two very different things. And that's probably why your reviews stay with me longer than most film reviews do.

The movie may be the reason the review exists, but the people, memories, and emotions around it are what make it worth reading."
2026-06-10,https://boxd.it/eIqllT,Padam avarodadhu dhaan... Aana hero Kill bill Pandey 💥
2026-06-12,https://boxd.it/eKm939,Rest In Peace legend
2026-06-14,https://boxd.it/88lTR3,"<a href=""https://pin.it/1wkL0X1AH"">img.img</a>

Should I test my eyes or You guys (Einstein) are the same!?"
2026-06-14,https://boxd.it/88lTR3,"Ryt uhhh.
Nalla Act pannirundhinga bro. Vaazhthukal!!"
2026-06-22,https://boxd.it/eRGjD5,"Congrats bro 👏🏻 
Nalla padam eduthirrukinga!!
Idhe maari innum nariya padam eduka vaazhthukal 🤝🏼"
2026-06-22,https://boxd.it/eSYRqf,Thanks bha ❤️‍🩹
2026-06-25,https://boxd.it/eVutr1,"The moment I saw your 5⭐ review for Vasool Raja MBBS, I knew I was in for something wholesome. 

But then I opened it and read the first paragraph... I was like, ""Idhu ennada, relax aagalaam nu vandha, extra stress aagudhe 😭😭""  But the real magic started after it. 
Because the 1st half felt so heavy, the rest of the review felt 10x more beautiful. The choice of words, and the way you structured the narration, everything was perfect.

I've always liked Vasool Raja MBBS, but somehow your review made me love it even more. It actually made me want to rewatch the film again.
The first thing I read this morning was your review, and I'm so glad it was. It was such a beautiful read to start the day with.

PS: I wish I had atleast half of your vocabulary and the ability to put my thoughts into words the way you do."
2026-06-26,https://boxd.it/eVutr1,"I wanted to comment cuz I was actually astonished by the tonal change of the start and the end. I wasn't aware of the transition until I completed reading the entire review. 

And about that PS: <a href=""https://share.google/0OpQdaXfC3t0vXVfl"">I just admire your writings and your language skills so much that I feel this way!!</a>

Last but not least, life does get harder in the following days, but there is nothing wrong in taking a little time off for yourself. And never feel guilty for it. You must first validate your efforts rather than expecting others validation, and then all your hardworks and efforts will be paid off eventually. All the best for your 12th and NEET prep."
2026-06-30,https://boxd.it/eZZcMT,"Tamil Anbu nu solrapo... Namalaye ariyama.. namma face la oru smile varum paaru ✨ 
Cha... Enna padam laa 🤌🏻✨"
2026-06-30,https://boxd.it/eZZcMT,Aprm idhe channel la இனி nu innore short film irukum. Time kedacha adhaiyum paaru Thalaiva. Unaku kandipa pudikum.
2026-06-30,https://boxd.it/eZZcMT,For REALLL 💯💯
2026-06-30,https://boxd.it/f04w3J,🤗❤️‍🩹
2026-07-01,https://boxd.it/eD00hz,"I feel sorry for ruining your study plans, yet so happy that another soul has witnessed the peak. ❤️‍🩹

When I wrote this review, I felt like I'm building up this album a little too much. But always confident that when people experience it, they would certainly love it. What I was never expected was someone telling me that they understand what I meant. When you said you that, I was literally out of words. That's probably the best compliment I could ever recieve for my review.

I have always been jealous of people who grew up with Raaja's music. The irony is that I would conciously avoid Raaja's music (stating it's too old) until I was 13. It wasn't until the last 5 to 6 years when I started listening to Raaja's music intentionally. And now,  Raaja's music is like a deep pit, once you fall into it, there is no coming back. Remember, This is coming from someone who once was a Raja hater. 

And for recommendations, I can't think of any songs right now, but I do have two short films that I think you would really love.
1. இனி
2. மறக்கவே நினைக்கிறேன்

Time kedaikum podhu paarunga!!"
2026-07-01,https://boxd.it/eWWX5T,"ஏன் ndra kelvi ah vida... ஏதற்கு & எப்படி ndra kelvi ku vara answers romba aazhama irukum...  
In a sea of reviews filled with answers to enna and yen, your reviews answers edharkku & eppadi. With such deeper answers, there is no wonder why it changed my experience. 

Forever grateful for it 🤗❤️‍🩹."
2026-07-01,https://boxd.it/eD00hz,"MounaRaagam is one of the first Raaja albums, that I loved entirely without excluding a single song. It's just a banger after banger. so glad that you started your journey with it. 
Welcome to the exploration of the never ending rabbiit hole of Raaja's music ❤️‍🩹.
Solla marandhuten... andha rendu short films uhm Youtube laye iruku!! (channel: Idli Upma)"
2026-07-02,https://boxd.it/f1NIm3,"This review is as beautiful as the film.
Glad you loved it!!"
